PM2.5,PM10,CO,NO2,SO2,O3,Temperature,Cognitive_Health_Score
59.30831723286756,84.790748852714,1.1835583735534256,0.7745218534071275,0.22439952707719169,0.10080396160174314,27.76289136744348,64.68368513379522
142.85357442943786,99.95277528125406,1.0654450790710694,1.1327828201432617,0.07166335876763923,0.08341455127341102,24.18584907068386,81.82374099940259
111.13912156265374,172.36400470841426,0.6108463462582941,0.865866831951683,0.11705911442356812,0.3823055729090152,34.289970497278816,87.6044975850665
91.8054802085703,74.6008333513795,1.861073343294315,0.17078874551210477,0.20571857832018908,0.5813639773710151,19.379569019684766,75.33199950299829
27.622702864153297,175.23344011431254,1.4822100654750239,0.3190913433361553,0.15498501646685436,0.32649671992509816,26.75712831997881,67.29703787650843
27.619205448749383,26.745541885571384,2.610532877739611,0.36802586684483274,0.22679989081777024,0.07833337426661782,29.004200299804452,60.820544381298696
13.422123764388921,157.59170306963983,0.19311778339796892,0.42390316778502507,0.2891382123424007,0.1716702608426009,31.511289786907632,52.563486071963695
130.59554113736561,171.0340502803999,1.9672169899098664,0.8698349183282312,0.05263307256025529,0.18463609852867385,23.139420608560144,93.18048114823728
92.16167670276528,44.54535403909436,2.312551747683527,0.7807503807468206,0.21867896059145703,0.2358214210253225,28.73843815314963,82.3619777465371
107.67052378042659,91.76584115071809,2.3025110506460904,0.3445820556281029,0.08449636357699207,0.07398186097241695,21.064029427685654,72.97601872173269
7.984751672891354,41.44495718609457,2.669614504577023,0.14795452301074624,0.13605348367411937,0.5476909852738538,23.709521847236406,62.92501417306609
145.63692856348916,144.25478450890137,2.214197854205533,0.29857669648834123,0.02920156322263915,0.33356016959682233,32.91254262406798,95.55279996937576
125.70418291606116,111.71607593171478,2.7906491787783194,1.4773529032969748,0.058054067041955704,0.41901193612475995,33.99815218661909,100.0
35.78917104835004,130.711435874581,1.0647041394805852,0.7293930771976348,0.10953764093369191,0.08694506029225493,29.376346938545296,60.869468145151345
31.364620245029588,47.33252372168012,1.5593073085794749,1.307650981818063,0.11575602548063578,0.07976350729200717,22.4870378155237,61.76674133391437
31.593653928747905,50.231713789959706,0.14083102352038296,1.2806910766698227,0.2718838606093868,0.3725572746223009,31.40115579949328,62.412765527488624
49.11512522913297,17.88449184688221,0.12017700317954452,0.7917033583211669,0.22770761459462419,0.5380128057773144,15.517341634508403,50.451937890707306
81.08968258667448,71.19283168718866,0.7963671993094077,1.074697177267788,0.2922112310923715,0.3406651005277508,17.054918210788422,70.30966057860007
